subdivision,year,month,rainfall_mm
Naga Mani Mizo Tripura,1940,AUG,345.7
Naga Mani Mizo Tripura,1940,SEP,373.3
Naga Mani Mizo Tripura,1940,OCT,131.6
Naga Mani Mizo Tripura,1940,NOV,31.4
Naga Mani Mizo Tripura,1940,DEC,23.6
Naga Mani Mizo Tripura,1941,JAN,14.1
Naga Mani Mizo Tripura,1941,FEB,63.1
Naga Mani Mizo Tripura,1941,MAR,34.1
Naga Mani Mizo Tripura,1941,APR,256.6
Naga Mani Mizo Tripura,1941,MAY,563.1
Naga Mani Mizo Tripura,1941,JUN,689.4
Naga Mani Mizo Tripura,1941,JUL,489.5
Naga Mani Mizo Tripura,1941,AUG,372.6
Naga Mani Mizo Tripura,1941,SEP,288.2
Naga Mani Mizo Tripura,1941,OCT,143.3
Naga Mani Mizo Tripura,1941,NOV,44.2
Naga Mani Mizo Tripura,1941,DEC,7.9
Naga Mani Mizo Tripura,1942,JAN,6.0
Naga Mani Mizo Tripura,1942,FEB,15.7
Naga Mani Mizo Tripura,1942,MAR,78.7
Naga Mani Mizo Tripura,1942,APR,250.4
Naga Mani Mizo Tripura,1942,MAY,305.3
Naga Mani Mizo Tripura,1942,JUN,528.7
Naga Mani Mizo Tripura,1942,JUL,403.3
Naga Mani Mizo Tripura,1942,AUG,461.8
Naga Mani Mizo Tripura,1942,SEP,420.8
Naga Mani Mizo Tripura,1942,OCT,65.4
Naga Mani Mizo Tripura,1942,NOV,143.2
Naga Mani Mizo Tripura,1942,DEC,1.5
Naga Mani Mizo Tripura,1943,JAN,68.4
Naga Mani Mizo Tripura,1943,FEB,28.8
Naga Mani Mizo Tripura,1943,MAR,131.3
Naga Mani Mizo Tripura,1943,APR,143.7
Naga Mani Mizo Tripura,1943,MAY,210.3
Naga Mani Mizo Tripura,1943,JUN,496.1
Naga Mani Mizo Tripura,1943,JUL,422.5
Naga Mani Mizo Tripura,1943,AUG,485.2
Naga Mani Mizo Tripura,1943,SEP,354.9
Naga Mani Mizo Tripura,1943,OCT,84.0
Naga Mani Mizo Tripura,1943,NOV,2.2
Naga Mani Mizo Tripura,1943,DEC,0.6
Naga Mani Mizo Tripura,1944,JAN,91.4
Naga Mani Mizo Tripura,1944,FEB,20.2
Naga Mani Mizo Tripura,1944,MAR,69.7
Naga Mani Mizo Tripura,1944,APR,128.6
Naga Mani Mizo Tripura,1944,MAY,321.8
Naga Mani Mizo Tripura,1944,JUN,670.5
Naga Mani Mizo Tripura,1944,JUL,527.9
Naga Mani Mizo Tripura,1944,AUG,440.7
Naga Mani Mizo Tripura,1944,SEP,490.8
Naga Mani Mizo Tripura,1944,OCT,110.5
Naga Mani Mizo Tripura,1944,NOV,4.4
Naga Mani Mizo Tripura,1944,DEC,0.7
Naga Mani Mizo Tripura,1945,JAN,68.7
Naga Mani Mizo Tripura,1945,FEB,60.9
Naga Mani Mizo Tripura,1945,MAR,67.7
Naga Mani Mizo Tripura,1945,APR,170.4
Naga Mani Mizo Tripura,1945,MAY,354.2
Naga Mani Mizo Tripura,1945,JUN,595.3
Naga Mani Mizo Tripura,1945,JUL,573.9
Naga Mani Mizo Tripura,1945,AUG,509.7
Naga Mani Mizo Tripura,1945,SEP,378.8
Naga Mani Mizo Tripura,1945,OCT,205.6
Naga Mani Mizo Tripura,1945,NOV,13.3
Naga Mani Mizo Tripura,1945,DEC,53.3
Naga Mani Mizo Tripura,1946,JAN,0.0
Naga Mani Mizo Tripura,1946,FEB,19.1
Naga Mani Mizo Tripura,1946,MAR,189.3
Naga Mani Mizo Tripura,1946,APR,237.5
Naga Mani Mizo Tripura,1946,MAY,352.4
Naga Mani Mizo Tripura,1946,JUN,517.5
Naga Mani Mizo Tripura,1946,JUL,647.7
Naga Mani Mizo Tripura,1946,AUG,397.9
Naga Mani Mizo Tripura,1946,SEP,305.1
Naga Mani Mizo Tripura,1946,OCT,311.4
Naga Mani Mizo Tripura,1946,NOV,7.7
Naga Mani Mizo Tripura,1946,DEC,50.5
Naga Mani Mizo Tripura,1947,JAN,3.0
Naga Mani Mizo Tripura,1947,FEB,4.3
Naga Mani Mizo Tripura,1947,MAR,44.3
Naga Mani Mizo Tripura,1947,APR,176.0
Naga Mani Mizo Tripura,1947,MAY,374.4
Naga Mani Mizo Tripura,1947,JUN,723.9
Naga Mani Mizo Tripura,1947,JUL,640.5
Naga Mani Mizo Tripura,1947,AUG,491.1
Naga Mani Mizo Tripura,1947,SEP,415.6
Naga Mani Mizo Tripura,1947,OCT,306.0
Naga Mani Mizo Tripura,1947,NOV,1.7
Naga Mani Mizo Tripura,1947,DEC,29.7
Naga Mani Mizo Tripura,1948,JAN,5.5
Naga Mani Mizo Tripura,1948,FEB,65.1
Naga Mani Mizo Tripura,1948,MAR,54.3
Naga Mani Mizo Tripura,1948,APR,206.5
Naga Mani Mizo Tripura,1948,MAY,468.4
Naga Mani Mizo Tripura,1948,JUN,410.3
Naga Mani Mizo Tripura,1948,JUL,500.1
Naga Mani Mizo Tripura,1948,AUG,472.5
Naga Mani Mizo Tripura,1948,SEP,424.2
Naga Mani Mizo Tripura,1948,OCT,140.0
Naga Mani Mizo Tripura,1948,NOV,71.4
Naga Mani Mizo Tripura,1948,DEC,3.7
Naga Mani Mizo Tripura,1949,JAN,8.1
Naga Mani Mizo Tripura,1949,FEB,12.6
Naga Mani Mizo Tripura,1949,MAR,67.4
Naga Mani Mizo Tripura,1949,APR,370.2
Naga Mani Mizo Tripura,1949,MAY,419.6
Naga Mani Mizo Tripura,1949,JUN,562.8
Naga Mani Mizo Tripura,1949,JUL,507.7
Naga Mani Mizo Tripura,1949,AUG,416.9
Naga Mani Mizo Tripura,1949,SEP,427.5
Naga Mani Mizo Tripura,1949,OCT,177.3
Naga Mani Mizo Tripura,1949,NOV,4.2
Naga Mani Mizo Tripura,1949,DEC,2.0
Naga Mani Mizo Tripura,1950,JAN,12.3
Naga Mani Mizo Tripura,1950,FEB,59.7
Naga Mani Mizo Tripura,1950,MAR,79.1
Naga Mani Mizo Tripura,1950,APR,87.8
Naga Mani Mizo Tripura,1950,MAY,207.4
Naga Mani Mizo Tripura,1950,JUN,407.4
Naga Mani Mizo Tripura,1950,JUL,449.4
Naga Mani Mizo Tripura,1950,AUG,535.3
Naga Mani Mizo Tripura,1950,SEP,255.4
Naga Mani Mizo Tripura,1950,OCT,237.5
Naga Mani Mizo Tripura,1950,NOV,82.9
Naga Mani Mizo Tripura,1950,DEC,8.7
Naga Mani Mizo Tripura,1951,JAN,3.9
Naga Mani Mizo Tripura,1951,FEB,0.2
Naga Mani Mizo Tripura,1951,MAR,62.4
Naga Mani Mizo Tripura,1951,APR,360.1
Naga Mani Mizo Tripura,1951,MAY,233.7
Naga Mani Mizo Tripura,1951,JUN,495.0
Naga Mani Mizo Tripura,1951,JUL,436.2
Naga Mani Mizo Tripura,1951,AUG,440.5
Naga Mani Mizo Tripura,1951,SEP,191.1
Naga Mani Mizo Tripura,1951,OCT,310.6
Naga Mani Mizo Tripura,1951,NOV,54.9
Naga Mani Mizo Tripura,1951,DEC,20.8
Naga Mani Mizo Tripura,1952,JAN,9.6
Naga Mani Mizo Tripura,1952,FEB,6.5
Naga Mani Mizo Tripura,1952,MAR,97.1
Naga Mani Mizo Tripura,1952,APR,208.2
Naga Mani Mizo Tripura,1952,MAY,345.9
Naga Mani Mizo Tripura,1952,JUN,442.6
Naga Mani Mizo Tripura,1952,JUL,556.8
Naga Mani Mizo Tripura,1952,AUG,422.8
Naga Mani Mizo Tripura,1952,SEP,320.5
Naga Mani Mizo Tripura,1952,OCT,323.6
Naga Mani Mizo Tripura,1952,NOV,76.2
Naga Mani Mizo Tripura,1952,DEC,1.1
Naga Mani Mizo Tripura,1953,JAN,7.4
Naga Mani Mizo Tripura,1953,FEB,16.5
Naga Mani Mizo Tripura,1953,MAR,98.4
Naga Mani Mizo Tripura,1953,APR,90.0
Naga Mani Mizo Tripura,1953,MAY,453.5
Naga Mani Mizo Tripura,1953,JUN,570.9
Naga Mani Mizo Tripura,1953,JUL,387.0
Naga Mani Mizo Tripura,1953,AUG,424.3
Naga Mani Mizo Tripura,1953,SEP,443.8
Naga Mani Mizo Tripura,1953,OCT,136.2
Naga Mani Mizo Tripura,1953,NOV,25.0
Naga Mani Mizo Tripura,1953,DEC,8.7
Naga Mani Mizo Tripura,1954,JAN,12.8
Naga Mani Mizo Tripura,1954,FEB,52.4
Naga Mani Mizo Tripura,1954,MAR,37.7
Naga Mani Mizo Tripura,1954,APR,165.3
Naga Mani Mizo Tripura,1954,MAY,300.2
Naga Mani Mizo Tripura,1954,JUN,619.8
Naga Mani Mizo Tripura,1954,JUL,491.4
Naga Mani Mizo Tripura,1954,AUG,558.3
Naga Mani Mizo Tripura,1954,SEP,361.7
Naga Mani Mizo Tripura,1954,OCT,294.2
Naga Mani Mizo Tripura,1954,NOV,2.4
Naga Mani Mizo Tripura,1954,DEC,8.8
Naga Mani Mizo Tripura,1955,JAN,6.2
Naga Mani Mizo Tripura,1955,FEB,5.7
Naga Mani Mizo Tripura,1955,MAR,161.3
Naga Mani Mizo Tripura,1955,APR,213.6
Naga Mani Mizo Tripura,1955,MAY,280.6
Naga Mani Mizo Tripura,1955,JUN,461.4
Naga Mani Mizo Tripura,1955,JUL,559.2
Naga Mani Mizo Tripura,1955,AUG,514.7
Naga Mani Mizo Tripura,1955,SEP,253.8
Naga Mani Mizo Tripura,1955,OCT,183.5
Naga Mani Mizo Tripura,1955,NOV,220.2
Naga Mani Mizo Tripura,1955,DEC,5.1
Naga Mani Mizo Tripura,1956,JAN,18.3
Naga Mani Mizo Tripura,1956,FEB,1.3
Naga Mani Mizo Tripura,1956,MAR,102.2
Naga Mani Mizo Tripura,1956,APR,115.5
Naga Mani Mizo Tripura,1956,MAY,474.0
Naga Mani Mizo Tripura,1956,JUN,758.9
Naga Mani Mizo Tripura,1956,JUL,529.8
Naga Mani Mizo Tripura,1956,AUG,469.6
Naga Mani Mizo Tripura,1956,SEP,257.5
Naga Mani Mizo Tripura,1956,OCT,187.1
Naga Mani Mizo Tripura,1956,NOV,101.1
Naga Mani Mizo Tripura,1956,DEC,7.4
Naga Mani Mizo Tripura,1957,JAN,59.1
Naga Mani Mizo Tripura,1957,FEB,60.6
Naga Mani Mizo Tripura,1957,MAR,10.2
Naga Mani Mizo Tripura,1957,APR,104.8
Naga Mani Mizo Tripura,1957,MAY,300.1
Naga Mani Mizo Tripura,1957,JUN,409.1
Naga Mani Mizo Tripura,1957,JUL,425.7
Naga Mani Mizo Tripura,1957,AUG,429.1
Naga Mani Mizo Tripura,1957,SEP,354.4
Naga Mani Mizo Tripura,1957,OCT,148.3
Naga Mani Mizo Tripura,1957,NOV,0.8
Naga Mani Mizo Tripura,1957,DEC,1.7
Naga Mani Mizo Tripura,1958,JAN,6.2
Naga Mani Mizo Tripura,1958,FEB,87.2
Naga Mani Mizo Tripura,1958,MAR,18.3
Naga Mani Mizo Tripura,1958,APR,93.7
Naga Mani Mizo Tripura,1958,MAY,400.6
Naga Mani Mizo Tripura,1958,JUN,256.4
Naga Mani Mizo Tripura,1958,JUL,308.3
Naga Mani Mizo Tripura,1958,AUG,254.8
Naga Mani Mizo Tripura,1958,SEP,299.5
Naga Mani Mizo Tripura,1958,OCT,238.5
Naga Mani Mizo Tripura,1958,NOV,2.3
Naga Mani Mizo Tripura,1958,DEC,2.7
Naga Mani Mizo Tripura,1959,JAN,39.9
Naga Mani Mizo Tripura,1959,FEB,77.7
Naga Mani Mizo Tripura,1959,MAR,148.0
Naga Mani Mizo Tripura,1959,APR,74.0
Naga Mani Mizo Tripura,1959,MAY,260.0
Naga Mani Mizo Tripura,1959,JUN,378.5
Naga Mani Mizo Tripura,1959,JUL,396.3
Naga Mani Mizo Tripura,1959,AUG,357.3
Naga Mani Mizo Tripura,1959,SEP,239.1
Naga Mani Mizo Tripura,1959,OCT,352.8
Naga Mani Mizo Tripura,1959,NOV,0.1
Naga Mani Mizo Tripura,1959,DEC,3.9
Naga Mani Mizo Tripura,1960,JAN,0.0
Naga Mani Mizo Tripura,1960,FEB,6.1
Naga Mani Mizo Tripura,1960,MAR,24.9
Naga Mani Mizo Tripura,1960,APR,34.2
Naga Mani Mizo Tripura,1960,MAY,193.8
Naga Mani Mizo Tripura,1960,JUN,406.4
Naga Mani Mizo Tripura,1960,JUL,374.9
Naga Mani Mizo Tripura,1960,AUG,286.6
Naga Mani Mizo Tripura,1960,SEP,255.6
Naga Mani Mizo Tripura,1960,OCT,165.9
Naga Mani Mizo Tripura,1960,NOV,51.3
Naga Mani Mizo Tripura,1960,DEC,0.3
Naga Mani Mizo Tripura,1961,JAN,9.5
Naga Mani Mizo Tripura,1961,FEB,37.5
Naga Mani Mizo Tripura,1961,MAR,193.3
Naga Mani Mizo Tripura,1961,APR,76.9
Naga Mani Mizo Tripura,1961,MAY,212.1
Naga Mani Mizo Tripura,1961,JUN,332.5
Naga Mani Mizo Tripura,1961,JUL,316.5
Naga Mani Mizo Tripura,1961,AUG,342.8
Naga Mani Mizo Tripura,1961,SEP,258.8
Naga Mani Mizo Tripura,1961,OCT,96.1
Naga Mani Mizo Tripura,1961,NOV,24.4
Naga Mani Mizo Tripura,1961,DEC,0.8
Naga Mani Mizo Tripura,1962,JAN,11.2
Naga Mani Mizo Tripura,1962,FEB,26.6
Naga Mani Mizo Tripura,1962,MAR,5.4
Naga Mani Mizo Tripura,1962,APR,139.8
Naga Mani Mizo Tripura,1962,MAY,156.6
Naga Mani Mizo Tripura,1962,JUN,554.6
Naga Mani Mizo Tripura,1962,JUL,298.8
Naga Mani Mizo Tripura,1962,AUG,356.6
Naga Mani Mizo Tripura,1962,SEP,142.5
Naga Mani Mizo Tripura,1962,OCT,130.4
Naga Mani Mizo Tripura,1962,NOV,0.0
Naga Mani Mizo Tripura,1962,DEC,0.0
Naga Mani Mizo Tripura,1963,JAN,0.0
Naga Mani Mizo Tripura,1963,FEB,4.6
Naga Mani Mizo Tripura,1963,MAR,50.7
Naga Mani Mizo Tripura,1963,APR,179.3
Naga Mani Mizo Tripura,1963,MAY,278.5
Naga Mani Mizo Tripura,1963,JUN,687.9
Naga Mani Mizo Tripura,1963,JUL,510.3
Naga Mani Mizo Tripura,1963,AUG,383.0
Naga Mani Mizo Tripura,1963,SEP,494.6
Naga Mani Mizo Tripura,1963,OCT,373.4
Naga Mani Mizo Tripura,1963,NOV,6.5
Naga Mani Mizo Tripura,1963,DEC,1.2
Naga Mani Mizo Tripura,1964,JAN,4.0
Naga Mani Mizo Tripura,1964,FEB,37.1
Naga Mani Mizo Tripura,1964,MAR,67.9
Naga Mani Mizo Tripura,1964,APR,280.6
Naga Mani Mizo Tripura,1964,MAY,303.2
Naga Mani Mizo Tripura,1964,JUN,357.8
Naga Mani Mizo Tripura,1964,JUL,484.4
Naga Mani Mizo Tripura,1964,AUG,242.0
Naga Mani Mizo Tripura,1964,SEP,213.3
Naga Mani Mizo Tripura,1964,OCT,284.7
Naga Mani Mizo Tripura,1964,NOV,46.3
Naga Mani Mizo Tripura,1964,DEC,7.5
Naga Mani Mizo Tripura,1965,JAN,1.9
Naga Mani Mizo Tripura,1965,FEB,61.5
Naga Mani Mizo Tripura,1965,MAR,35.9
Naga Mani Mizo Tripura,1965,APR,59.4
Naga Mani Mizo Tripura,1965,MAY,169.5
Naga Mani Mizo Tripura,1965,JUN,520.5
Naga Mani Mizo Tripura,1965,JUL,373.4
Naga Mani Mizo Tripura,1965,AUG,323.0
Naga Mani Mizo Tripura,1965,SEP,262.2
Naga Mani Mizo Tripura,1965,OCT,164.1
Naga Mani Mizo Tripura,1965,NOV,22.6
Naga Mani Mizo Tripura,1965,DEC,37.0
Naga Mani Mizo Tripura,1966,JAN,15.0
Naga Mani Mizo Tripura,1966,FEB,2.7
Naga Mani Mizo Tripura,1966,MAR,39.8
Naga Mani Mizo Tripura,1966,APR,85.3
Naga Mani Mizo Tripura,1966,MAY,190.3
Naga Mani Mizo Tripura,1966,JUN,666.8
Naga Mani Mizo Tripura,1966,JUL,399.3
Naga Mani Mizo Tripura,1966,AUG,405.0
Naga Mani Mizo Tripura,1966,SEP,361.5
Naga Mani Mizo Tripura,1966,OCT,207.0
Naga Mani Mizo Tripura,1966,NOV,40.9
Naga Mani Mizo Tripura,1966,DEC,65.1
Naga Mani Mizo Tripura,1967,JAN,51.5
Naga Mani Mizo Tripura,1967,FEB,33.6
Naga Mani Mizo Tripura,1967,MAR,129.5
Naga Mani Mizo Tripura,1967,APR,195.8
Naga Mani Mizo Tripura,1967,MAY,247.8
Naga Mani Mizo Tripura,1967,JUN,311.7
Naga Mani Mizo Tripura,1967,JUL,388.0
Naga Mani Mizo Tripura,1967,AUG,334.0
Naga Mani Mizo Tripura,1967,SEP,341.3
Naga Mani Mizo Tripura,1967,OCT,184.8
Naga Mani Mizo Tripura,1967,NOV,10.9
Naga Mani Mizo Tripura,1967,DEC,1.1
Naga Mani Mizo Tripura,1968,JAN,17.3
Naga Mani Mizo Tripura,1968,FEB,20.9
Naga Mani Mizo Tripura,1968,MAR,80.9
Naga Mani Mizo Tripura,1968,APR,142.2
Naga Mani Mizo Tripura,1968,MAY,253.8
Naga Mani Mizo Tripura,1968,JUN,396.1
Naga Mani Mizo Tripura,1968,JUL,531.9
Naga Mani Mizo Tripura,1968,AUG,391.0
Naga Mani Mizo Tripura,1968,SEP,178.3
Naga Mani Mizo Tripura,1968,OCT,68.9
Naga Mani Mizo Tripura,1968,NOV,28.7
Naga Mani Mizo Tripura,1968,DEC,0.0
Naga Mani Mizo Tripura,1969,JAN,20.1
Naga Mani Mizo Tripura,1969,FEB,2.4
Naga Mani Mizo Tripura,1969,MAR,124.6
Naga Mani Mizo Tripura,1969,APR,189.8
Naga Mani Mizo Tripura,1969,MAY,73.5
Naga Mani Mizo Tripura,1969,JUN,606.6
Naga Mani Mizo Tripura,1969,JUL,868.3
Naga Mani Mizo Tripura,1969,AUG,1347.2
Naga Mani Mizo Tripura,1969,SEP,228.1
Naga Mani Mizo Tripura,1969,OCT,126.3
Naga Mani Mizo Tripura,1969,NOV,23.2
Naga Mani Mizo Tripura,1969,DEC,0.0
Naga Mani Mizo Tripura,1970,JAN,45.8
Naga Mani Mizo Tripura,1970,FEB,306.3
Naga Mani Mizo Tripura,1970,MAR,103.6
Naga Mani Mizo Tripura,1970,APR,160.1
Naga Mani Mizo Tripura,1970,MAY,315.9
Naga Mani Mizo Tripura,1970,JUN,541.7
Naga Mani Mizo Tripura,1970,JUL,976.7
Naga Mani Mizo Tripura,1970,AUG,836.7
Naga Mani Mizo Tripura,1970,SEP,486.2
Naga Mani Mizo Tripura,1970,OCT,425.6
Naga Mani Mizo Tripura,1970,NOV,116.7
Naga Mani Mizo Tripura,1970,DEC,1.0
Naga Mani Mizo Tripura,1971,JAN,28.4
Naga Mani Mizo Tripura,1971,FEB,67.6
Naga Mani Mizo Tripura,1971,MAR,12.4
Naga Mani Mizo Tripura,1971,APR,312.6
Naga Mani Mizo Tripura,1971,MAY,248.0
Naga Mani Mizo Tripura,1971,JUN,543.2
Naga Mani Mizo Tripura,1971,JUL,624.0
Naga Mani Mizo Tripura,1971,AUG,553.1
Naga Mani Mizo Tripura,1971,SEP,421.2
Naga Mani Mizo Tripura,1971,OCT,171.3
Naga Mani Mizo Tripura,1971,NOV,94.6
Naga Mani Mizo Tripura,1971,DEC,4.5
Naga Mani Mizo Tripura,1972,JAN,4.5
Naga Mani Mizo Tripura,1972,FEB,46.3
Naga Mani Mizo Tripura,1972,MAR,32.8
Naga Mani Mizo Tripura,1972,APR,145.0
Naga Mani Mizo Tripura,1972,MAY,169.1
Naga Mani Mizo Tripura,1972,JUN,235.6
Naga Mani Mizo Tripura,1972,JUL,262.7
Naga Mani Mizo Tripura,1972,AUG,270.8
Naga Mani Mizo Tripura,1972,SEP,129.6
Naga Mani Mizo Tripura,1972,OCT,45.0
Naga Mani Mizo Tripura,1972,NOV,12.5
Naga Mani Mizo Tripura,1972,DEC,0.0
Naga Mani Mizo Tripura,1973,JAN,16.8
Naga Mani Mizo Tripura,1973,FEB,46.0
Naga Mani Mizo Tripura,1973,MAR,29.3
Naga Mani Mizo Tripura,1973,APR,135.3
Naga Mani Mizo Tripura,1973,MAY,329.0
Naga Mani Mizo Tripura,1973,JUN,367.2
Naga Mani Mizo Tripura,1973,JUL,260.0
Naga Mani Mizo Tripura,1973,AUG,323.9
Naga Mani Mizo Tripura,1973,SEP,232.7
Naga Mani Mizo Tripura,1973,OCT,159.7
Naga Mani Mizo Tripura,1973,NOV,162.6
Naga Mani Mizo Tripura,1973,DEC,43.6
Naga Mani Mizo Tripura,1974,JAN,8.9
Naga Mani Mizo Tripura,1974,FEB,2.4
Naga Mani Mizo Tripura,1974,MAR,98.7
Naga Mani Mizo Tripura,1974,APR,160.7
Naga Mani Mizo Tripura,1974,MAY,218.8
Naga Mani Mizo Tripura,1974,JUN,438.1
Naga Mani Mizo Tripura,1974,JUL,517.3
Naga Mani Mizo Tripura,1974,AUG,361.5
Naga Mani Mizo Tripura,1974,SEP,273.4
Naga Mani Mizo Tripura,1974,OCT,167.8
Naga Mani Mizo Tripura,1974,NOV,81.8
Naga Mani Mizo Tripura,1974,DEC,0.2
Naga Mani Mizo Tripura,1975,JAN,1.2
Naga Mani Mizo Tripura,1975,FEB,24.5
Naga Mani Mizo Tripura,1975,MAR,17.5
Naga Mani Mizo Tripura,1975,APR,164.2
Naga Mani Mizo Tripura,1975,MAY,243.7
Naga Mani Mizo Tripura,1975,JUN,348.8
Naga Mani Mizo Tripura,1975,JUL,526.6
Naga Mani Mizo Tripura,1975,AUG,252.9
Naga Mani Mizo Tripura,1975,SEP,278.9
Naga Mani Mizo Tripura,1975,OCT,205.1
Naga Mani Mizo Tripura,1975,NOV,146.1
Naga Mani Mizo Tripura,1975,DEC,0.3
Naga Mani Mizo Tripura,1976,JAN,3.3
Naga Mani Mizo Tripura,1976,FEB,51.3
Naga Mani Mizo Tripura,1976,MAR,113.7
Naga Mani Mizo Tripura,1976,APR,187.8
Naga Mani Mizo Tripura,1976,MAY,287.1
Naga Mani Mizo Tripura,1976,JUN,861.1
Naga Mani Mizo Tripura,1976,JUL,507.8
Naga Mani Mizo Tripura,1976,AUG,365.0
Naga Mani Mizo Tripura,1976,SEP,175.1
Naga Mani Mizo Tripura,1976,OCT,64.8
Naga Mani Mizo Tripura,1976,NOV,34.2
Naga Mani Mizo Tripura,1976,DEC,0.1
Naga Mani Mizo Tripura,1977,JAN,14.2
Naga Mani Mizo Tripura,1977,FEB,34.9
Naga Mani Mizo Tripura,1977,MAR,27.7
Naga Mani Mizo Tripura,1977,APR,383.8
Naga Mani Mizo Tripura,1977,MAY,303.7
Naga Mani Mizo Tripura,1977,JUN,452.0
Naga Mani Mizo Tripura,1977,JUL,389.1
Naga Mani Mizo Tripura,1977,AUG,355.8
Naga Mani Mizo Tripura,1977,SEP,193.0
Naga Mani Mizo Tripura,1977,OCT,149.6
Naga Mani Mizo Tripura,1977,NOV,38.2
Naga Mani Mizo Tripura,1977,DEC,16.6
Naga Mani Mizo Tripura,1978,JAN,0.7
Naga Mani Mizo Tripura,1978,FEB,4.0
Naga Mani Mizo Tripura,1978,MAR,51.6
Naga Mani Mizo Tripura,1978,APR,147.5
Naga Mani Mizo Tripura,1978,MAY,449.4
Naga Mani Mizo Tripura,1978,JUN,496.7
Naga Mani Mizo Tripura,1978,JUL,357.8
Naga Mani Mizo Tripura,1978,AUG,277.0
Naga Mani Mizo Tripura,1978,SEP,273.9
Naga Mani Mizo Tripura,1978,OCT,70.4
Naga Mani Mizo Tripura,1978,NOV,21.6
Naga Mani Mizo Tripura,1978,DEC,0.0
Naga Mani Mizo Tripura,1979,JAN,1.3
Naga Mani Mizo Tripura,1979,FEB,8.3
Naga Mani Mizo Tripura,1979,MAR,72.9
Naga Mani Mizo Tripura,1979,APR,55.4
Naga Mani Mizo Tripura,1979,MAY,158.8
Naga Mani Mizo Tripura,1979,JUN,361.8
Naga Mani Mizo Tripura,1979,JUL,370.0
Naga Mani Mizo Tripura,1979,AUG,309.7
Naga Mani Mizo Tripura,1979,SEP,272.9
Naga Mani Mizo Tripura,1979,OCT,57.9
Naga Mani Mizo Tripura,1979,NOV,47.1
Naga Mani Mizo Tripura,1979,DEC,33.1
Naga Mani Mizo Tripura,1980,JAN,7.2
Naga Mani Mizo Tripura,1980,FEB,42.4
Naga Mani Mizo Tripura,1980,MAR,101.6
Naga Mani Mizo Tripura,1980,APR,145.7
Naga Mani Mizo Tripura,1980,MAY,461.5
Naga Mani Mizo Tripura,1980,JUN,373.3
Naga Mani Mizo Tripura,1980,JUL,327.4
Naga Mani Mizo Tripura,1980,AUG,312.1
Naga Mani Mizo Tripura,1980,SEP,364.4
Naga Mani Mizo Tripura,1980,OCT,168.5
Naga Mani Mizo Tripura,1980,NOV,0.1
Naga Mani Mizo Tripura,1980,DEC,0.7
Naga Mani Mizo Tripura,1981,JAN,26.6
Naga Mani Mizo Tripura,1981,FEB,26.3
Naga Mani Mizo Tripura,1981,MAR,105.5
Naga Mani Mizo Tripura,1981,APR,268.0
Naga Mani Mizo Tripura,1981,MAY,377.5
Naga Mani Mizo Tripura,1981,JUN,223.2
Naga Mani Mizo Tripura,1981,JUL,448.1
Naga Mani Mizo Tripura,1981,AUG,329.7
Naga Mani Mizo Tripura,1981,SEP,213.2
Naga Mani Mizo Tripura,1981,OCT,33.1
Naga Mani Mizo Tripura,1981,NOV,11.5
Naga Mani Mizo Tripura,1981,DEC,9.6
Naga Mani Mizo Tripura,1982,JAN,0.1
Naga Mani Mizo Tripura,1982,FEB,54.8
Naga Mani Mizo Tripura,1982,MAR,73.8
Naga Mani Mizo Tripura,1982,APR,224.6
Naga Mani Mizo Tripura,1982,MAY,103.3
Naga Mani Mizo Tripura,1982,JUN,371.9
Naga Mani Mizo Tripura,1982,JUL,373.6
Naga Mani Mizo Tripura,1982,AUG,466.3
Naga Mani Mizo Tripura,1982,SEP,284.5
Naga Mani Mizo Tripura,1982,OCT,32.8
Naga Mani Mizo Tripura,1982,NOV,38.1
Naga Mani Mizo Tripura,1982,DEC,3.7
Naga Mani Mizo Tripura,1983,JAN,19.2
Naga Mani Mizo Tripura,1983,FEB,49.3
Naga Mani Mizo Tripura,1983,MAR,244.9
Naga Mani Mizo Tripura,1983,APR,303.8
Naga Mani Mizo Tripura,1983,MAY,402.4
Naga Mani Mizo Tripura,1983,JUN,380.9
Naga Mani Mizo Tripura,1983,JUL,329.7
Naga Mani Mizo Tripura,1983,AUG,392.8
Naga Mani Mizo Tripura,1983,SEP,239.7
Naga Mani Mizo Tripura,1983,OCT,189.0
Naga Mani Mizo Tripura,1983,NOV,6.2
Naga Mani Mizo Tripura,1983,DEC,30.2
Naga Mani Mizo Tripura,1984,JAN,17.4
Naga Mani Mizo Tripura,1984,FEB,1.8
Naga Mani Mizo Tripura,1984,MAR,5.1
Naga Mani Mizo Tripura,1984,APR,121.1
Naga Mani Mizo Tripura,1984,MAY,743.0
Naga Mani Mizo Tripura,1984,JUN,514.6
Naga Mani Mizo Tripura,1984,JUL,255.3
Naga Mani Mizo Tripura,1984,AUG,387.2
Naga Mani Mizo Tripura,1984,SEP,250.2
Naga Mani Mizo Tripura,1984,OCT,120.4
Naga Mani Mizo Tripura,1984,NOV,9.1
Naga Mani Mizo Tripura,1984,DEC,28.8
Naga Mani Mizo Tripura,1985,JAN,6.4
Naga Mani Mizo Tripura,1985,FEB,36.2
Naga Mani Mizo Tripura,1985,MAR,87.1
Naga Mani Mizo Tripura,1985,APR,162.8
Naga Mani Mizo Tripura,1985,MAY,377.6
Naga Mani Mizo Tripura,1985,JUN,507.5
