subdivision,year,month,date,rainfall_mm,rainfall_zscore,rainfall_condition,is_dry,dry_episode_length,persistent_drought_signal,environmental_risk_score,environmental_risk_level
Lakshadweep,1961,FEB,1961-02-01,47.4,1.2903107091025452,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1961,MAR,1961-03-01,0.0,-0.662835522952972,BELOW_NORMAL,0,0,0,16.5708880738243,LOW
Lakshadweep,1961,APR,1961-04-01,31.3,-0.2586098457994155,BELOW_NORMAL,0,0,0,6.465246144985387,LOW
Lakshadweep,1961,MAY,1961-05-01,421.1,2.376609198202827,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1961,JUN,1961-06-01,593.2,2.56476554092918,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1961,JUL,1961-07-01,297.3,0.1426188066319168,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1961,AUG,1961-08-01,228.2,0.2069423088971133,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1961,SEP,1961-09-01,215.8,0.5578606811692134,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1961,OCT,1961-10-01,148.1,-0.2129539082719741,BELOW_NORMAL,0,0,0,5.323847706799353,LOW
Lakshadweep,1961,NOV,1961-11-01,98.8,-0.3203592799028216,BELOW_NORMAL,0,0,0,8.00898199757054,LOW
Lakshadweep,1961,DEC,1961-12-01,93.8,0.5196329349942479,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1962,JAN,1962-01-01,11.1,-0.438225411921053,BELOW_NORMAL,0,0,0,10.955635298026326,LOW
Lakshadweep,1962,FEB,1962-02-01,0.0,-0.637357686577553,BELOW_NORMAL,0,0,0,15.933942164438825,LOW
Lakshadweep,1962,MAR,1962-03-01,0.0,-0.662835522952972,BELOW_NORMAL,0,0,0,16.5708880738243,LOW
Lakshadweep,1962,APR,1962-04-01,81.5,0.7316694620231974,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1962,MAY,1962-05-01,331.2,1.548880268585632,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1962,JUN,1962-06-01,149.3,-1.7489505967527408,SEVERE_DRY,1,1,0,48.72376491881852,ELEVATED
Lakshadweep,1962,JUL,1962-07-01,204.5,-0.6554376788883237,BELOW_NORMAL,0,0,0,16.385941972208094,LOW
Lakshadweep,1962,AUG,1962-08-01,286.7,0.7755625791928786,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1962,SEP,1962-09-01,201.8,0.4103263530109868,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1962,OCT,1962-10-01,210.9,0.5552476546912409,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1962,NOV,1962-11-01,33.5,-1.169394703118689,DRY,1,1,0,34.23486757796723,MODERATE
Lakshadweep,1962,DEC,1962-12-01,76.1,0.2320183687856826,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1963,JAN,1963-01-01,126.7,2.609486746219432,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1963,FEB,1963-02-01,112.9,3.9540718887870696,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1963,MAR,1963-03-01,6.5,-0.3757243272388478,BELOW_NORMAL,0,0,0,9.393108180971195,LOW
Lakshadweep,1963,APR,1963-04-01,72.6,0.5561020150187899,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1963,MAY,1963-05-01,204.6,0.3832464255429531,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1963,JUN,1963-06-01,233.0,-0.9355736183252196,BELOW_NORMAL,0,0,0,23.38934045813049,MODERATE
Lakshadweep,1963,JUL,1963-07-01,367.0,0.742021145433218,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1963,AUG,1963-08-01,249.9,0.4178664091606709,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1963,SEP,1963-09-01,121.8,-0.4327269507503078,BELOW_NORMAL,0,0,0,10.818173768757696,LOW
Lakshadweep,1963,OCT,1963-10-01,113.5,-0.6361987184396052,BELOW_NORMAL,0,0,0,15.90496796099013,LOW
Lakshadweep,1963,NOV,1963-11-01,211.5,1.1449744443916392,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1963,DEC,1963-12-01,82.1,0.3295148319072302,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1964,JAN,1964-01-01,2.5,-0.6649583233398088,BELOW_NORMAL,0,0,0,16.623958083495218,LOW
Lakshadweep,1964,FEB,1964-02-01,3.5,-0.4950193029302883,BELOW_NORMAL,0,0,0,12.375482573257207,LOW
Lakshadweep,1964,MAR,1964-03-01,5.2,-0.4331465663816726,BELOW_NORMAL,0,0,0,10.828664159541814,LOW
Lakshadweep,1964,APR,1964-04-01,40.4,-0.0790970629072685,BELOW_NORMAL,0,0,0,1.9774265726817126,LOW
Lakshadweep,1964,MAY,1964-05-01,64.2,-0.9094470307223872,BELOW_NORMAL,0,0,0,22.73617576805968,MODERATE
Lakshadweep,1964,JUN,1964-06-01,376.1,0.4550386351153818,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1964,JUL,1964-07-01,407.0,1.0860110098815976,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1964,AUG,1964-08-01,174.6,-0.3140499387584938,BELOW_NORMAL,0,0,0,7.8512484689623445,LOW
Lakshadweep,1964,SEP,1964-09-01,342.5,1.893046351001164,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1964,OCT,1964-10-01,120.9,-0.5456781521031754,BELOW_NORMAL,0,0,0,13.641953802579385,LOW
Lakshadweep,1964,NOV,1964-11-01,90.8,-0.4243758708021622,BELOW_NORMAL,0,0,0,10.609396770054055,LOW
Lakshadweep,1964,DEC,1964-12-01,24.0,-0.6145759193197549,BELOW_NORMAL,0,0,0,15.364397982993871,LOW
Lakshadweep,1965,JAN,1965-01-01,0.2,-0.7255961949983132,BELOW_NORMAL,0,0,0,18.13990487495783,LOW
Lakshadweep,1965,FEB,1965-02-01,7.3,-0.3404804863989725,BELOW_NORMAL,0,0,0,8.512012159974311,LOW
Lakshadweep,1965,MAR,1965-03-01,8.3,-0.2962166115026288,BELOW_NORMAL,0,0,0,7.40541528756572,LOW
Lakshadweep,1965,APR,1965-04-01,35.0,-0.1856211318762348,BELOW_NORMAL,0,0,0,4.64052829690587,LOW
Lakshadweep,1965,MAY,1965-05-01,162.5,-0.0043774669696596,BELOW_NORMAL,0,0,0,0.10943667424149,LOW
Lakshadweep,1965,JUN,1965-06-01,200.6,-1.2504292228778084,DRY,1,2,0,41.26073057194521,ELEVATED
Lakshadweep,1965,JUL,1965-07-01,164.2,-1.0020074673200663,DRY,1,2,0,35.050186683001655,MODERATE
Lakshadweep,1965,AUG,1965-08-01,267.7,0.5908824914045104,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1965,SEP,1965-09-01,92.4,-0.7425490398825834,BELOW_NORMAL,0,0,0,18.563725997064584,LOW
Lakshadweep,1965,OCT,1965-10-01,69.2,-1.1780988655617457,DRY,1,1,0,34.452471639043644,MODERATE
Lakshadweep,1965,NOV,1965-11-01,77.9,-0.5921026236273489,BELOW_NORMAL,0,0,0,14.802565590683722,LOW
Lakshadweep,1965,DEC,1965-12-01,320.6,4.204999240988744,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1966,JAN,1966-01-01,21.3,-0.1693096332615984,BELOW_NORMAL,0,0,0,4.23274083153996,LOW
Lakshadweep,1966,FEB,1966-02-01,0.2,-0.6292240646548521,BELOW_NORMAL,0,0,0,15.730601616371304,LOW
Lakshadweep,1966,MAR,1966-03-01,6.2,-0.3889756131948843,BELOW_NORMAL,0,0,0,9.724390329872106,LOW
Lakshadweep,1966,APR,1966-04-01,4.4,-0.7892575227003774,BELOW_NORMAL,0,0,0,19.731438067509437,LOW
Lakshadweep,1966,MAY,1966-05-01,34.9,-1.1792185283618066,DRY,1,1,0,34.48046320904517,MODERATE
Lakshadweep,1966,JUN,1966-06-01,376.7,0.460869294458948,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1966,JUL,1966-07-01,421.9,1.2141472343886186,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1966,AUG,1966-08-01,158.9,-0.4666540112994085,BELOW_NORMAL,0,0,0,11.666350282485212,LOW
Lakshadweep,1966,SEP,1966-09-01,225.4,0.6590270776205687,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1966,OCT,1966-10-01,266.1,1.23048214952515,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1966,NOV,1966-11-01,158.0,0.4493634927522989,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1966,DEC,1966-12-01,67.5,0.0922734383114646,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1967,JAN,1967-01-01,7.8,-0.5252275756049941,BELOW_NORMAL,0,0,0,13.130689390124854,LOW
Lakshadweep,1967,FEB,1967-02-01,2.7,-0.5275537906210916,BELOW_NORMAL,0,0,0,13.188844765527291,LOW
Lakshadweep,1967,MAR,1967-03-01,0.0,-0.662835522952972,BELOW_NORMAL,0,0,0,16.5708880738243,LOW
Lakshadweep,1967,APR,1967-04-01,0.0,-0.8760549122306462,BELOW_NORMAL,0,0,0,21.901372805766155,MODERATE
Lakshadweep,1967,MAY,1967-05-01,148.3,-0.1351199675321084,BELOW_NORMAL,0,0,0,3.37799918830271,LOW
Lakshadweep,1967,JUN,1967-06-01,301.2,-0.2728220062731651,BELOW_NORMAL,0,0,0,6.820550156829127,LOW
Lakshadweep,1967,JUL,1967-07-01,380.1,0.8546778260400625,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1967,AUG,1967-08-01,196.9,-0.097293835722672,BELOW_NORMAL,0,0,0,2.4323458930668,LOW
Lakshadweep,1967,SEP,1967-09-01,100.4,-0.658243709506454,BELOW_NORMAL,0,0,0,16.456092737661347,LOW
Lakshadweep,1967,OCT,1967-10-01,92.3,-0.8955279084845121,BELOW_NORMAL,0,0,0,22.388197712112802,MODERATE
Lakshadweep,1967,NOV,1967-11-01,24.5,-1.2864133678804477,DRY,1,1,0,37.160334197011196,MODERATE
Lakshadweep,1967,DEC,1967-12-01,33.1,-0.4667062835854078,BELOW_NORMAL,0,0,0,11.667657089635194,LOW
Lakshadweep,1968,JAN,1968-01-01,8.7,-0.5014997127821011,BELOW_NORMAL,0,0,0,12.53749281955253,LOW
Lakshadweep,1968,FEB,1968-02-01,1.8,-0.5641550892732454,BELOW_NORMAL,0,0,0,14.103877231831136,LOW
Lakshadweep,1968,MAR,1968-03-01,30.6,0.688795644562751,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1968,APR,1968-04-01,45.4,0.0195363342862187,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1968,MAY,1968-05-01,16.6,-1.3477106241570755,DRY,1,1,0,38.69276560392689,MODERATE
Lakshadweep,1968,JUN,1968-06-01,393.8,0.6270430857505923,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1968,JUL,1968-07-01,439.8,1.368082698729269,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1968,AUG,1968-08-01,84.1,-1.193710356908353,DRY,1,1,0,34.842758922708825,MODERATE
Lakshadweep,1968,SEP,1968-09-01,202.8,0.420864519308003,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1968,OCT,1968-10-01,46.5,-1.4557768190532263,DRY,1,2,0,46.39442047633066,ELEVATED
Lakshadweep,1968,NOV,1968-11-01,31.4,-1.1966990582297663,DRY,1,2,0,39.91747645574416,MODERATE
Lakshadweep,1968,DEC,1968-12-01,42.9,-0.3074620604868802,BELOW_NORMAL,0,0,0,7.686551512172005,LOW
Lakshadweep,1969,JAN,1969-01-01,30.0,0.060059707359701,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1969,FEB,1969-02-01,4.1,-0.4706184371621858,BELOW_NORMAL,0,0,0,11.765460929054646,LOW
Lakshadweep,1969,MAR,1969-03-01,0.0,-0.662835522952972,BELOW_NORMAL,0,0,0,16.5708880738243,LOW
Lakshadweep,1969,APR,1969-04-01,63.3,0.3726438962389034,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1969,MAY,1969-05-01,237.9,0.6898467965802456,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1969,JUN,1969-06-01,125.6,-1.979261640823616,SEVERE_DRY,1,2,0,59.481541020590406,ELEVATED
Lakshadweep,1969,JUL,1969-07-01,149.0,-1.1327236158104503,DRY,1,2,0,38.31809039526126,MODERATE
Lakshadweep,1969,AUG,1969-08-01,225.3,0.1787542954978363,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1969,SEP,1969-09-01,95.9,-0.7056654578430268,BELOW_NORMAL,0,0,0,17.64163644607567,LOW
Lakshadweep,1969,OCT,1969-10-01,162.3,-0.0392522809777437,BELOW_NORMAL,0,0,0,0.9813070244435925,LOW
Lakshadweep,1969,NOV,1969-11-01,157.5,0.4428624558210901,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1969,DEC,1969-12-01,165.2,1.679840846140663,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1970,JAN,1970-01-01,18.7,-0.2378567925277339,BELOW_NORMAL,0,0,0,5.946419813193347,LOW
Lakshadweep,1970,FEB,1970-02-01,6.3,-0.3811485960124766,BELOW_NORMAL,0,0,0,9.528714900311915,LOW
Lakshadweep,1970,MAR,1970-03-01,13.8,-0.0532763689752929,BELOW_NORMAL,0,0,0,1.3319092243823225,LOW
Lakshadweep,1970,APR,1970-04-01,32.3,-0.2388831663607181,BELOW_NORMAL,0,0,0,5.9720791590179525,LOW
Lakshadweep,1970,MAY,1970-05-01,164.9,0.0177198570690642,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1970,JUN,1970-06-01,322.1,-0.0697207058055997,BELOW_NORMAL,0,0,0,1.7430176451399926,LOW
Lakshadweep,1970,JUL,1970-07-01,484.4,1.7516313975892115,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1970,AUG,1970-08-01,284.6,0.7551505694899541,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1970,SEP,1970-09-01,228.9,0.6959106596601252,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1970,OCT,1970-10-01,126.9,-0.4722830983168809,BELOW_NORMAL,0,0,0,11.807077457922023,LOW
Lakshadweep,1970,NOV,1970-11-01,81.2,-0.5491957798813709,BELOW_NORMAL,0,0,0,13.729894497034273,LOW
Lakshadweep,1970,DEC,1970-12-01,18.9,-0.6974479129730703,BELOW_NORMAL,0,0,0,17.436197824326758,LOW
Lakshadweep,1971,JAN,1971-01-01,3.8,-0.630684743706741,BELOW_NORMAL,0,0,0,15.767118592668524,LOW
Lakshadweep,1971,FEB,1971-02-01,12.3,-0.1371399383314514,BELOW_NORMAL,0,0,0,3.428498458286285,LOW
Lakshadweep,1971,MAR,1971-03-01,5.4,-0.4243123757443149,BELOW_NORMAL,0,0,0,10.607809393607873,LOW
Lakshadweep,1971,APR,1971-04-01,25.0,-0.3828879262632095,BELOW_NORMAL,0,0,0,9.572198156580237,LOW
Lakshadweep,1971,MAY,1971-05-01,271.6,1.000130054957325,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1971,JUN,1971-06-01,333.9,0.0449489279512069,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1971,JUL,1971-07-01,308.1,0.2354960700329793,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1971,AUG,1971-08-01,349.6,1.3869508698185822,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1971,SEP,1971-09-01,281.8,1.2533796567722812,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1971,OCT,1971-10-01,113.8,-0.6325289657502905,BELOW_NORMAL,0,0,0,15.813224143757262,LOW
Lakshadweep,1971,NOV,1971-11-01,63.0,-0.7858335241773708,BELOW_NORMAL,0,0,0,19.645838104434272,LOW
Lakshadweep,1971,DEC,1971-12-01,133.1,1.1582347684403842,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1972,JAN,1972-01-01,0.0,-0.7308690534034006,BELOW_NORMAL,0,0,0,18.271726335085013,LOW
Lakshadweep,1972,FEB,1972-02-01,1.1,-0.5926227660026984,BELOW_NORMAL,0,0,0,14.815569150067459,LOW
Lakshadweep,1972,MAR,1972-03-01,0.0,-0.662835522952972,BELOW_NORMAL,0,0,0,16.5708880738243,LOW
Lakshadweep,1972,APR,1972-04-01,11.4,-0.6511707666294951,BELOW_NORMAL,0,0,0,16.27926916573738,LOW
Lakshadweep,1972,MAY,1972-05-01,81.3,-0.7520035969464806,BELOW_NORMAL,0,0,0,18.800089923662014,LOW
Lakshadweep,1972,JUN,1972-06-01,349.2,0.1936307412121518,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1972,JUL,1972-07-01,197.3,-0.7173558544890319,BELOW_NORMAL,0,0,0,17.9338963622258,LOW
Lakshadweep,1972,AUG,1972-08-01,172.5,-0.3344619484614186,BELOW_NORMAL,0,0,0,8.361548711535464,LOW
Lakshadweep,1972,SEP,1972-09-01,152.0,-0.1144743285804191,BELOW_NORMAL,0,0,0,2.8618582145104776,LOW
Lakshadweep,1972,OCT,1972-10-01,219.2,0.6567774790956147,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1972,NOV,1972-11-01,94.2,-0.3801688196699424,BELOW_NORMAL,0,0,0,9.50422049174856,LOW
Lakshadweep,1972,DEC,1972-12-01,9.4,-0.8518173129155205,BELOW_NORMAL,0,0,0,21.295432822888014,MODERATE
Lakshadweep,1973,JAN,1973-01-01,0.3,-0.7229597657957695,BELOW_NORMAL,0,0,0,18.073994144894236,LOW
Lakshadweep,1973,FEB,1973-02-01,5.8,-0.4014826508192287,BELOW_NORMAL,0,0,0,10.037066270480716,LOW
Lakshadweep,1973,MAR,1973-03-01,0.0,-0.662835522952972,BELOW_NORMAL,0,0,0,16.5708880738243,LOW
Lakshadweep,1973,APR,1973-04-01,40.7,-0.0731790590756592,BELOW_NORMAL,0,0,0,1.8294764768914802,LOW
Lakshadweep,1973,MAY,1973-05-01,96.3,-0.6138953217044569,BELOW_NORMAL,0,0,0,15.347383042611423,LOW
Lakshadweep,1973,JUN,1973-06-01,260.5,-0.6683350650784233,BELOW_NORMAL,0,0,0,16.708376626960582,LOW
Lakshadweep,1973,JUL,1973-07-01,299.9,0.1649781478210611,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1973,AUG,1973-08-01,437.9,2.245227277803472,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1973,SEP,1973-09-01,57.3,-1.1124386769078514,DRY,1,1,0,32.81096692269628,MODERATE
Lakshadweep,1973,OCT,1973-10-01,150.9,-0.1787028831717032,BELOW_NORMAL,0,0,0,4.467572079292579,LOW
Lakshadweep,1973,NOV,1973-11-01,108.1,-0.1994399929823382,BELOW_NORMAL,0,0,0,4.985999824558455,LOW
Lakshadweep,1973,DEC,1973-12-01,99.7,0.6155044570637698,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1974,JAN,1974-01-01,0.0,-0.7308690534034006,BELOW_NORMAL,0,0,0,18.271726335085013,LOW
Lakshadweep,1974,FEB,1974-02-01,16.8,0.0458665549293173,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1974,MAR,1974-03-01,0.8,-0.6274987604035412,BELOW_NORMAL,0,0,0,15.687469010088531,LOW
Lakshadweep,1974,APR,1974-04-01,35.4,-0.1777304601007559,BELOW_NORMAL,0,0,0,4.443261502518898,LOW
Lakshadweep,1974,MAY,1974-05-01,171.9,0.0821703855153418,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1974,JUN,1974-06-01,277.6,-0.502161273786779,BELOW_NORMAL,0,0,0,12.554031844669474,LOW
Lakshadweep,1974,JUL,1974-07-01,491.6,1.8135495731899205,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1974,AUG,1974-08-01,165.7,-0.4005579798804137,BELOW_NORMAL,0,0,0,10.013949497010342,LOW
Lakshadweep,1974,SEP,1974-09-01,258.3,1.005732748792401,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1974,OCT,1974-10-01,65.9,-1.2184661451442076,DRY,1,2,0,40.46165362860519,ELEVATED
Lakshadweep,1974,NOV,1974-11-01,20.1,-1.3436224928750848,DRY,1,2,0,43.59056232187712,ELEVATED
Lakshadweep,1974,DEC,1974-12-01,7.2,-0.8875660160600879,BELOW_NORMAL,0,0,0,22.189150401502197,MODERATE
Lakshadweep,1975,JAN,1975-01-01,8.6,-0.5041361419846448,BELOW_NORMAL,0,0,0,12.603403549616122,LOW
Lakshadweep,1975,FEB,1975-02-01,0.7,-0.6088900098481,BELOW_NORMAL,0,0,0,15.222250246202501,LOW
Lakshadweep,1975,MAR,1975-03-01,18.4,0.1499100156839332,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1975,APR,1975-04-01,92.9,0.9565536076243488,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1975,MAY,1975-05-01,282.2,1.0977265694616885,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1975,JUN,1975-06-01,250.0,-0.7703716035908365,BELOW_NORMAL,0,0,0,19.25929008977091,LOW
Lakshadweep,1975,JUL,1975-07-01,278.0,-0.0233563029644264,BELOW_NORMAL,0,0,0,0.58390757411066,LOW
Lakshadweep,1975,AUG,1975-08-01,348.4,1.3752868642740532,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1975,SEP,1975-09-01,299.5,1.4399052002294677,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1975,OCT,1975-10-01,111.6,-0.6594404854719318,BELOW_NORMAL,0,0,0,16.486012136798294,LOW
Lakshadweep,1975,NOV,1975-11-01,155.2,0.4129576859375296,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1975,DEC,1975-12-01,45.0,-0.2733382983943385,BELOW_NORMAL,0,0,0,6.8334574598584625,LOW
Lakshadweep,1976,JAN,1976-01-01,10.3,-0.4593168455414023,BELOW_NORMAL,0,0,0,11.482921138535056,LOW
Lakshadweep,1976,FEB,1976-02-01,0.0,-0.637357686577553,BELOW_NORMAL,0,0,0,15.933942164438825,LOW
Lakshadweep,1976,MAR,1976-03-01,1.1,-0.6142474744475048,BELOW_NORMAL,0,0,0,15.35618686118762,LOW
Lakshadweep,1976,APR,1976-04-01,72.9,0.5620200188503993,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1976,MAY,1976-05-01,85.3,-0.7151747235486076,BELOW_NORMAL,0,0,0,17.87936808871519,LOW
Lakshadweep,1976,JUN,1976-06-01,260.7,-0.6663915119639013,BELOW_NORMAL,0,0,0,16.659787799097533,LOW
Lakshadweep,1976,JUL,1976-07-01,329.2,0.4169507235294992,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1976,AUG,1976-08-01,344.1,1.3334908444061595,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1976,SEP,1976-09-01,36.6,-1.3305787192560865,DRY,1,1,0,38.26446798140216,MODERATE
Lakshadweep,1976,OCT,1976-10-01,189.2,0.2898022101641426,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1976,NOV,1976-11-01,161.6,0.4961709586570021,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1976,DEC,1976-12-01,11.1,-0.8241933150310821,BELOW_NORMAL,0,0,0,20.604832875777053,MODERATE
Lakshadweep,1977,JAN,1977-01-01,1.4,-0.6939590445677891,BELOW_NORMAL,0,0,0,17.348976114194727,LOW
Lakshadweep,1977,FEB,1977-02-01,38.2,0.916164100658307,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1977,MAR,1977-03-01,16.5,0.0659852046290355,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1977,APR,1977-04-01,27.6,-0.3315985597225961,BELOW_NORMAL,0,0,0,8.289963993064903,LOW
Lakshadweep,1977,MAY,1977-05-01,256.8,0.8638632233851953,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1977,JUN,1977-06-01,460.7,1.2771616025582526,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1977,JUL,1977-07-01,337.4,0.4874686457414169,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1977,AUG,1977-08-01,125.3,-0.793246166546207,BELOW_NORMAL,0,0,0,19.831154163655178,LOW
Lakshadweep,1977,SEP,1977-09-01,90.7,-0.7604639225875109,BELOW_NORMAL,0,0,0,19.011598064687774,LOW
Lakshadweep,1977,OCT,1977-10-01,248.4,1.013966740855581,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1977,NOV,1977-11-01,243.8,1.5649414301477271,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1977,DEC,1977-12-01,1.4,-0.9818125970775838,BELOW_NORMAL,0,0,0,24.545314926939596,MODERATE
Lakshadweep,1978,JAN,1978-01-01,0.2,-0.7255961949983132,BELOW_NORMAL,0,0,0,18.13990487495783,LOW
Lakshadweep,1978,FEB,1978-02-01,6.5,-0.3730149740897758,BELOW_NORMAL,0,0,0,9.325374352244395,LOW
Lakshadweep,1978,MAR,1978-03-01,0.6,-0.636332951040899,BELOW_NORMAL,0,0,0,15.908323776022476,LOW
Lakshadweep,1978,APR,1978-04-01,44.1,-0.0061083489840878,BELOW_NORMAL,0,0,0,0.152708724602195,LOW
Lakshadweep,1978,MAY,1978-05-01,309.5,1.3490836304021714,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1978,JUN,1978-06-01,568.3,2.322793178171171,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1978,JUL,1978-07-01,224.7,-0.4817227973418922,BELOW_NORMAL,0,0,0,12.043069933547306,LOW
Lakshadweep,1978,AUG,1978-08-01,303.5,0.938858656816278,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1978,SEP,1978-09-01,105.1,-0.6087143279104781,BELOW_NORMAL,0,0,0,15.217858197761952,LOW
Lakshadweep,1978,OCT,1978-10-01,92.1,-0.8979744102773887,BELOW_NORMAL,0,0,0,22.449360256934717,MODERATE
Lakshadweep,1978,NOV,1978-11-01,294.2,2.2202459528135727,NORMAL_OR_WET,0,0,0,0.0,LOW
Lakshadweep,1978,DEC,1978-12-01,18.6,-0.7023227361291476,BELOW_NORMAL,0,0,0,17.558068403228692,LOW
Lakshadweep,1979,JAN,1979-01-01,14.9,-0.3380411022243934,BELOW_NORMAL,0,0,0,8.451027555609834,LOW
Lakshadweep,1979,FEB,1979-02-01,1.3,-0.5844891440799975,BELOW_NORMAL,0,0,0,14.612228601999938,LOW
Lakshadweep,1979,MAR,1979-03-01,10.0,-0.2211259910850886,BELOW_NORMAL,0,0,0,5.528149777127215,LOW
Lakshadweep,1979,APR,1979-04-01,15.4,-0.5722640488747053,BELOW_NORMAL,0,0,0,14.306601221867632,LOW
Lakshadweep,1979,MAY,1979-05-01,23.1,-1.287863704885532,DRY,1,1,0,37.1965926221383,MODERATE
Lakshadweep,1979,JUN,1979-06-01,367.1,0.3675787449618849,NORMAL_OR_WET,0,0,0,0.0,LOW
